target,image_path
1,D:\mlproject\milk10k\images\ISIC_4954192.jpg
1,D:\mlproject\milk10k\images\ISIC_4955572.jpg
1,D:\mlproject\milk10k\images\ISIC_4955834.jpg
1,D:\mlproject\milk10k\images\ISIC_4955912.jpg
0,D:\mlproject\milk10k\images\ISIC_4956012.jpg
0,D:\mlproject\milk10k\images\ISIC_4957395.jpg
1,D:\mlproject\milk10k\images\ISIC_4957526.jpg
1,D:\mlproject\milk10k\images\ISIC_4957929.jpg
1,D:\mlproject\milk10k\images\ISIC_4958487.jpg
0,D:\mlproject\milk10k\images\ISIC_4958589.jpg
0,D:\mlproject\milk10k\images\ISIC_4959784.jpg
0,D:\mlproject\milk10k\images\ISIC_4960098.jpg
1,D:\mlproject\milk10k\images\ISIC_4960789.jpg
1,D:\mlproject\milk10k\images\ISIC_4961582.jpg
1,D:\mlproject\milk10k\images\ISIC_4962195.jpg
1,D:\mlproject\milk10k\images\ISIC_4963201.jpg
1,D:\mlproject\milk10k\images\ISIC_4964410.jpg
1,D:\mlproject\milk10k\images\ISIC_4964428.jpg
0,D:\mlproject\milk10k\images\ISIC_4964694.jpg
1,D:\mlproject\milk10k\images\ISIC_4965110.jpg
1,D:\mlproject\milk10k\images\ISIC_4966803.jpg
1,D:\mlproject\milk10k\images\ISIC_4967282.jpg
1,D:\mlproject\milk10k\images\ISIC_4968641.jpg
0,D:\mlproject\milk10k\images\ISIC_4969084.jpg
1,D:\mlproject\milk10k\images\ISIC_4969277.jpg
1,D:\mlproject\milk10k\images\ISIC_4970256.jpg
1,D:\mlproject\milk10k\images\ISIC_4970657.jpg
1,D:\mlproject\milk10k\images\ISIC_4971008.jpg
1,D:\mlproject\milk10k\images\ISIC_4971911.jpg
1,D:\mlproject\milk10k\images\ISIC_4973062.jpg
1,D:\mlproject\milk10k\images\ISIC_4973067.jpg
1,D:\mlproject\milk10k\images\ISIC_4975719.jpg
0,D:\mlproject\milk10k\images\ISIC_4976142.jpg
1,D:\mlproject\milk10k\images\ISIC_4976629.jpg
1,D:\mlproject\milk10k\images\ISIC_4977351.jpg
0,D:\mlproject\milk10k\images\ISIC_4978173.jpg
1,D:\mlproject\milk10k\images\ISIC_4979236.jpg
1,D:\mlproject\milk10k\images\ISIC_4979533.jpg
0,D:\mlproject\milk10k\images\ISIC_4980158.jpg
1,D:\mlproject\milk10k\images\ISIC_4980196.jpg
1,D:\mlproject\milk10k\images\ISIC_4981008.jpg
1,D:\mlproject\milk10k\images\ISIC_4982700.jpg
1,D:\mlproject\milk10k\images\ISIC_4983165.jpg
1,D:\mlproject\milk10k\images\ISIC_4983893.jpg
1,D:\mlproject\milk10k\images\ISIC_4984469.jpg
1,D:\mlproject\milk10k\images\ISIC_4984580.jpg
1,D:\mlproject\milk10k\images\ISIC_4984773.jpg
1,D:\mlproject\milk10k\images\ISIC_4985100.jpg
0,D:\mlproject\milk10k\images\ISIC_4985739.jpg
1,D:\mlproject\milk10k\images\ISIC_4987638.jpg
0,D:\mlproject\milk10k\images\ISIC_4987986.jpg
1,D:\mlproject\milk10k\images\ISIC_4988567.jpg
1,D:\mlproject\milk10k\images\ISIC_4989932.jpg
1,D:\mlproject\milk10k\images\ISIC_4990358.jpg
1,D:\mlproject\milk10k\images\ISIC_4991395.jpg
1,D:\mlproject\milk10k\images\ISIC_4992936.jpg
0,D:\mlproject\milk10k\images\ISIC_4993836.jpg
1,D:\mlproject\milk10k\images\ISIC_4996777.jpg
1,D:\mlproject\milk10k\images\ISIC_5000414.jpg
1,D:\mlproject\milk10k\images\ISIC_5001424.jpg
1,D:\mlproject\milk10k\images\ISIC_5003991.jpg
1,D:\mlproject\milk10k\images\ISIC_5004150.jpg
0,D:\mlproject\milk10k\images\ISIC_5006126.jpg
1,D:\mlproject\milk10k\images\ISIC_5006235.jpg
1,D:\mlproject\milk10k\images\ISIC_5007628.jpg
0,D:\mlproject\milk10k\images\ISIC_5007629.jpg
0,D:\mlproject\milk10k\images\ISIC_5010015.jpg
1,D:\mlproject\milk10k\images\ISIC_5010177.jpg
1,D:\mlproject\milk10k\images\ISIC_5010590.jpg
1,D:\mlproject\milk10k\images\ISIC_5013715.jpg
0,D:\mlproject\milk10k\images\ISIC_5013822.jpg
0,D:\mlproject\milk10k\images\ISIC_5015322.jpg
0,D:\mlproject\milk10k\images\ISIC_5016123.jpg
0,D:\mlproject\milk10k\images\ISIC_5017355.jpg
1,D:\mlproject\milk10k\images\ISIC_5018463.jpg
0,D:\mlproject\milk10k\images\ISIC_5018607.jpg
1,D:\mlproject\milk10k\images\ISIC_5019119.jpg
1,D:\mlproject\milk10k\images\ISIC_5019273.jpg
0,D:\mlproject\milk10k\images\ISIC_5020961.jpg
1,D:\mlproject\milk10k\images\ISIC_5021319.jpg
1,D:\mlproject\milk10k\images\ISIC_5022439.jpg
0,D:\mlproject\milk10k\images\ISIC_5022731.jpg
0,D:\mlproject\milk10k\images\ISIC_5023550.jpg
1,D:\mlproject\milk10k\images\ISIC_5026774.jpg
0,D:\mlproject\milk10k\images\ISIC_5027597.jpg
1,D:\mlproject\milk10k\images\ISIC_5027796.jpg
1,D:\mlproject\milk10k\images\ISIC_5029533.jpg
1,D:\mlproject\milk10k\images\ISIC_5030554.jpg
1,D:\mlproject\milk10k\images\ISIC_5030934.jpg
0,D:\mlproject\milk10k\images\ISIC_5030992.jpg
0,D:\mlproject\milk10k\images\ISIC_5031508.jpg
0,D:\mlproject\milk10k\images\ISIC_5032675.jpg
1,D:\mlproject\milk10k\images\ISIC_5033470.jpg
1,D:\mlproject\milk10k\images\ISIC_5036259.jpg
0,D:\mlproject\milk10k\images\ISIC_5037023.jpg
1,D:\mlproject\milk10k\images\ISIC_5037826.jpg
0,D:\mlproject\milk10k\images\ISIC_5038305.jpg
1,D:\mlproject\milk10k\images\ISIC_5042080.jpg
1,D:\mlproject\milk10k\images\ISIC_5042253.jpg
0,D:\mlproject\milk10k\images\ISIC_5042685.jpg
1,D:\mlproject\milk10k\images\ISIC_5043276.jpg
1,D:\mlproject\milk10k\images\ISIC_5043555.jpg
0,D:\mlproject\milk10k\images\ISIC_5043700.jpg
1,D:\mlproject\milk10k\images\ISIC_5044856.jpg
0,D:\mlproject\milk10k\images\ISIC_5047126.jpg
1,D:\mlproject\milk10k\images\ISIC_5047162.jpg
1,D:\mlproject\milk10k\images\ISIC_5047383.jpg
1,D:\mlproject\milk10k\images\ISIC_5049585.jpg
1,D:\mlproject\milk10k\images\ISIC_5050587.jpg
0,D:\mlproject\milk10k\images\ISIC_5052804.jpg
1,D:\mlproject\milk10k\images\ISIC_5053442.jpg
1,D:\mlproject\milk10k\images\ISIC_5054723.jpg
1,D:\mlproject\milk10k\images\ISIC_5054841.jpg
1,D:\mlproject\milk10k\images\ISIC_5054970.jpg
0,D:\mlproject\milk10k\images\ISIC_5055083.jpg
1,D:\mlproject\milk10k\images\ISIC_5056247.jpg
0,D:\mlproject\milk10k\images\ISIC_5056347.jpg
0,D:\mlproject\milk10k\images\ISIC_5058087.jpg
1,D:\mlproject\milk10k\images\ISIC_5058400.jpg
1,D:\mlproject\milk10k\images\ISIC_5058408.jpg
1,D:\mlproject\milk10k\images\ISIC_5059174.jpg
0,D:\mlproject\milk10k\images\ISIC_5060422.jpg
0,D:\mlproject\milk10k\images\ISIC_5062257.jpg
1,D:\mlproject\milk10k\images\ISIC_5062776.jpg
0,D:\mlproject\milk10k\images\ISIC_5063002.jpg
1,D:\mlproject\milk10k\images\ISIC_5063574.jpg
1,D:\mlproject\milk10k\images\ISIC_5064090.jpg
1,D:\mlproject\milk10k\images\ISIC_5064865.jpg
1,D:\mlproject\milk10k\images\ISIC_5065727.jpg
1,D:\mlproject\milk10k\images\ISIC_5067697.jpg
1,D:\mlproject\milk10k\images\ISIC_5068413.jpg
1,D:\mlproject\milk10k\images\ISIC_5070126.jpg
0,D:\mlproject\milk10k\images\ISIC_5070221.jpg
1,D:\mlproject\milk10k\images\ISIC_5071145.jpg
0,D:\mlproject\milk10k\images\ISIC_5072182.jpg
0,D:\mlproject\milk10k\images\ISIC_5074726.jpg
0,D:\mlproject\milk10k\images\ISIC_5076582.jpg
1,D:\mlproject\milk10k\images\ISIC_5076767.jpg
1,D:\mlproject\milk10k\images\ISIC_5077872.jpg
1,D:\mlproject\milk10k\images\ISIC_5078639.jpg
1,D:\mlproject\milk10k\images\ISIC_5079694.jpg
1,D:\mlproject\milk10k\images\ISIC_5080331.jpg
1,D:\mlproject\milk10k\images\ISIC_5082399.jpg
0,D:\mlproject\milk10k\images\ISIC_5083462.jpg
1,D:\mlproject\milk10k\images\ISIC_5083538.jpg
0,D:\mlproject\milk10k\images\ISIC_5083671.jpg
1,D:\mlproject\milk10k\images\ISIC_5083751.jpg
1,D:\mlproject\milk10k\images\ISIC_5084322.jpg
0,D:\mlproject\milk10k\images\ISIC_5084418.jpg
1,D:\mlproject\milk10k\images\ISIC_5084798.jpg
1,D:\mlproject\milk10k\images\ISIC_5084963.jpg
1,D:\mlproject\milk10k\images\ISIC_5085980.jpg
1,D:\mlproject\milk10k\images\ISIC_5086729.jpg
1,D:\mlproject\milk10k\images\ISIC_5087027.jpg
1,D:\mlproject\milk10k\images\ISIC_5087561.jpg
1,D:\mlproject\milk10k\images\ISIC_5089274.jpg
0,D:\mlproject\milk10k\images\ISIC_5089532.jpg
1,D:\mlproject\milk10k\images\ISIC_5090480.jpg
1,D:\mlproject\milk10k\images\ISIC_5091185.jpg
1,D:\mlproject\milk10k\images\ISIC_5092515.jpg
0,D:\mlproject\milk10k\images\ISIC_5092532.jpg
1,D:\mlproject\milk10k\images\ISIC_5092781.jpg
1,D:\mlproject\milk10k\images\ISIC_5093195.jpg
1,D:\mlproject\milk10k\images\ISIC_5093287.jpg
1,D:\mlproject\milk10k\images\ISIC_5093839.jpg
0,D:\mlproject\milk10k\images\ISIC_5093862.jpg
0,D:\mlproject\milk10k\images\ISIC_5097119.jpg
1,D:\mlproject\milk10k\images\ISIC_5097850.jpg
0,D:\mlproject\milk10k\images\ISIC_5099169.jpg
1,D:\mlproject\milk10k\images\ISIC_5100065.jpg
1,D:\mlproject\milk10k\images\ISIC_5101018.jpg
1,D:\mlproject\milk10k\images\ISIC_5101364.jpg
1,D:\mlproject\milk10k\images\ISIC_5101807.jpg
0,D:\mlproject\milk10k\images\ISIC_5103206.jpg
0,D:\mlproject\milk10k\images\ISIC_5104415.jpg
1,D:\mlproject\milk10k\images\ISIC_5107821.jpg
0,D:\mlproject\milk10k\images\ISIC_5110123.jpg
0,D:\mlproject\milk10k\images\ISIC_5110194.jpg
1,D:\mlproject\milk10k\images\ISIC_5111361.jpg
1,D:\mlproject\milk10k\images\ISIC_5115393.jpg
1,D:\mlproject\milk10k\images\ISIC_5116256.jpg
0,D:\mlproject\milk10k\images\ISIC_5116537.jpg
1,D:\mlproject\milk10k\images\ISIC_5116668.jpg
1,D:\mlproject\milk10k\images\ISIC_5120336.jpg
1,D:\mlproject\milk10k\images\ISIC_5120362.jpg
1,D:\mlproject\milk10k\images\ISIC_5121043.jpg
0,D:\mlproject\milk10k\images\ISIC_5121192.jpg
1,D:\mlproject\milk10k\images\ISIC_5124607.jpg
1,D:\mlproject\milk10k\images\ISIC_5126567.jpg
0,D:\mlproject\milk10k\images\ISIC_5128007.jpg
0,D:\mlproject\milk10k\images\ISIC_5128167.jpg
1,D:\mlproject\milk10k\images\ISIC_5128796.jpg
0,D:\mlproject\milk10k\images\ISIC_5129541.jpg
1,D:\mlproject\milk10k\images\ISIC_5129863.jpg
1,D:\mlproject\milk10k\images\ISIC_5132321.jpg
1,D:\mlproject\milk10k\images\ISIC_5132630.jpg
1,D:\mlproject\milk10k\images\ISIC_5133092.jpg
1,D:\mlproject\milk10k\images\ISIC_5134271.jpg
0,D:\mlproject\milk10k\images\ISIC_5135274.jpg
1,D:\mlproject\milk10k\images\ISIC_5135443.jpg
1,D:\mlproject\milk10k\images\ISIC_5135848.jpg
1,D:\mlproject\milk10k\images\ISIC_5136915.jpg
0,D:\mlproject\milk10k\images\ISIC_5137393.jpg
0,D:\mlproject\milk10k\images\ISIC_5137477.jpg
1,D:\mlproject\milk10k\images\ISIC_5138441.jpg
0,D:\mlproject\milk10k\images\ISIC_5138739.jpg
1,D:\mlproject\milk10k\images\ISIC_5139740.jpg
1,D:\mlproject\milk10k\images\ISIC_5140960.jpg
1,D:\mlproject\milk10k\images\ISIC_5142210.jpg
1,D:\mlproject\milk10k\images\ISIC_5144687.jpg
1,D:\mlproject\milk10k\images\ISIC_5145664.jpg
1,D:\mlproject\milk10k\images\ISIC_5148533.jpg
0,D:\mlproject\milk10k\images\ISIC_5149059.jpg
0,D:\mlproject\milk10k\images\ISIC_5149156.jpg
0,D:\mlproject\milk10k\images\ISIC_5149324.jpg
0,D:\mlproject\milk10k\images\ISIC_5149579.jpg
0,D:\mlproject\milk10k\images\ISIC_5150525.jpg
1,D:\mlproject\milk10k\images\ISIC_5150740.jpg
0,D:\mlproject\milk10k\images\ISIC_5151650.jpg
0,D:\mlproject\milk10k\images\ISIC_5152130.jpg
0,D:\mlproject\milk10k\images\ISIC_5152492.jpg
1,D:\mlproject\milk10k\images\ISIC_5156331.jpg
1,D:\mlproject\milk10k\images\ISIC_5156395.jpg
0,D:\mlproject\milk10k\images\ISIC_5157183.jpg
0,D:\mlproject\milk10k\images\ISIC_5157495.jpg
1,D:\mlproject\milk10k\images\ISIC_5158158.jpg
0,D:\mlproject\milk10k\images\ISIC_5159139.jpg
1,D:\mlproject\milk10k\images\ISIC_5159606.jpg
1,D:\mlproject\milk10k\images\ISIC_5163313.jpg
1,D:\mlproject\milk10k\images\ISIC_5164012.jpg
0,D:\mlproject\milk10k\images\ISIC_5164646.jpg
1,D:\mlproject\milk10k\images\ISIC_5165824.jpg
1,D:\mlproject\milk10k\images\ISIC_5167204.jpg
1,D:\mlproject\milk10k\images\ISIC_5168814.jpg
1,D:\mlproject\milk10k\images\ISIC_5168853.jpg
1,D:\mlproject\milk10k\images\ISIC_5169938.jpg
0,D:\mlproject\milk10k\images\ISIC_5171624.jpg
0,D:\mlproject\milk10k\images\ISIC_5171808.jpg
0,D:\mlproject\milk10k\images\ISIC_5173097.jpg
1,D:\mlproject\milk10k\images\ISIC_5173419.jpg
0,D:\mlproject\milk10k\images\ISIC_5173718.jpg
0,D:\mlproject\milk10k\images\ISIC_5174175.jpg
1,D:\mlproject\milk10k\images\ISIC_5174728.jpg
0,D:\mlproject\milk10k\images\ISIC_5175946.jpg
1,D:\mlproject\milk10k\images\ISIC_5176734.jpg
1,D:\mlproject\milk10k\images\ISIC_5177404.jpg
1,D:\mlproject\milk10k\images\ISIC_5178054.jpg
1,D:\mlproject\milk10k\images\ISIC_5178949.jpg
1,D:\mlproject\milk10k\images\ISIC_5179024.jpg
1,D:\mlproject\milk10k\images\ISIC_5179141.jpg
1,D:\mlproject\milk10k\images\ISIC_5180185.jpg
1,D:\mlproject\milk10k\images\ISIC_5180599.jpg
1,D:\mlproject\milk10k\images\ISIC_5182952.jpg
1,D:\mlproject\milk10k\images\ISIC_5184106.jpg
1,D:\mlproject\milk10k\images\ISIC_5185179.jpg
1,D:\mlproject\milk10k\images\ISIC_5185355.jpg
1,D:\mlproject\milk10k\images\ISIC_5185588.jpg
1,D:\mlproject\milk10k\images\ISIC_5186161.jpg
1,D:\mlproject\milk10k\images\ISIC_5186218.jpg
1,D:\mlproject\milk10k\images\ISIC_5186409.jpg
0,D:\mlproject\milk10k\images\ISIC_5187564.jpg
1,D:\mlproject\milk10k\images\ISIC_5188025.jpg
0,D:\mlproject\milk10k\images\ISIC_5188621.jpg
1,D:\mlproject\milk10k\images\ISIC_5191763.jpg
1,D:\mlproject\milk10k\images\ISIC_5192756.jpg
0,D:\mlproject\milk10k\images\ISIC_5192807.jpg
1,D:\mlproject\milk10k\images\ISIC_5192894.jpg
0,D:\mlproject\milk10k\images\ISIC_5194644.jpg
0,D:\mlproject\milk10k\images\ISIC_5195959.jpg
0,D:\mlproject\milk10k\images\ISIC_5197331.jpg
1,D:\mlproject\milk10k\images\ISIC_5197529.jpg
0,D:\mlproject\milk10k\images\ISIC_5199166.jpg
1,D:\mlproject\milk10k\images\ISIC_5200686.jpg
1,D:\mlproject\milk10k\images\ISIC_5201104.jpg
1,D:\mlproject\milk10k\images\ISIC_5203019.jpg
0,D:\mlproject\milk10k\images\ISIC_5203294.jpg
1,D:\mlproject\milk10k\images\ISIC_5203599.jpg
1,D:\mlproject\milk10k\images\ISIC_5205572.jpg
0,D:\mlproject\milk10k\images\ISIC_5205716.jpg
0,D:\mlproject\milk10k\images\ISIC_5206219.jpg
0,D:\mlproject\milk10k\images\ISIC_5207549.jpg
1,D:\mlproject\milk10k\images\ISIC_5208838.jpg
1,D:\mlproject\milk10k\images\ISIC_5209351.jpg
1,D:\mlproject\milk10k\images\ISIC_5210175.jpg
1,D:\mlproject\milk10k\images\ISIC_5212180.jpg
0,D:\mlproject\milk10k\images\ISIC_5212488.jpg
0,D:\mlproject\milk10k\images\ISIC_5213096.jpg
1,D:\mlproject\milk10k\images\ISIC_5213643.jpg
1,D:\mlproject\milk10k\images\ISIC_5214169.jpg
0,D:\mlproject\milk10k\images\ISIC_5214703.jpg
0,D:\mlproject\milk10k\images\ISIC_5216960.jpg
0,D:\mlproject\milk10k\images\ISIC_5217075.jpg
1,D:\mlproject\milk10k\images\ISIC_5217912.jpg
0,D:\mlproject\milk10k\images\ISIC_5218005.jpg
1,D:\mlproject\milk10k\images\ISIC_5218432.jpg
0,D:\mlproject\milk10k\images\ISIC_5221340.jpg
0,D:\mlproject\milk10k\images\ISIC_5223774.jpg
1,D:\mlproject\milk10k\images\ISIC_5224246.jpg
1,D:\mlproject\milk10k\images\ISIC_5225765.jpg
0,D:\mlproject\milk10k\images\ISIC_5227758.jpg
0,D:\mlproject\milk10k\images\ISIC_5228122.jpg
1,D:\mlproject\milk10k\images\ISIC_5230169.jpg
1,D:\mlproject\milk10k\images\ISIC_5230761.jpg
1,D:\mlproject\milk10k\images\ISIC_5232497.jpg
1,D:\mlproject\milk10k\images\ISIC_5232516.jpg
1,D:\mlproject\milk10k\images\ISIC_5233296.jpg
0,D:\mlproject\milk10k\images\ISIC_5233519.jpg
1,D:\mlproject\milk10k\images\ISIC_5233869.jpg
0,D:\mlproject\milk10k\images\ISIC_5235518.jpg
0,D:\mlproject\milk10k\images\ISIC_5238772.jpg
0,D:\mlproject\milk10k\images\ISIC_5239106.jpg
1,D:\mlproject\milk10k\images\ISIC_5240279.jpg
0,D:\mlproject\milk10k\images\ISIC_5240908.jpg
1,D:\mlproject\milk10k\images\ISIC_5242109.jpg
1,D:\mlproject\milk10k\images\ISIC_5242235.jpg
0,D:\mlproject\milk10k\images\ISIC_5242239.jpg
1,D:\mlproject\milk10k\images\ISIC_5242567.jpg
1,D:\mlproject\milk10k\images\ISIC_5243282.jpg
1,D:\mlproject\milk10k\images\ISIC_5246161.jpg
0,D:\mlproject\milk10k\images\ISIC_5246163.jpg
0,D:\mlproject\milk10k\images\ISIC_5246923.jpg
1,D:\mlproject\milk10k\images\ISIC_5247248.jpg
1,D:\mlproject\milk10k\images\ISIC_5248965.jpg
1,D:\mlproject\milk10k\images\ISIC_5249128.jpg
1,D:\mlproject\milk10k\images\ISIC_5249321.jpg
1,D:\mlproject\milk10k\images\ISIC_5253456.jpg
1,D:\mlproject\milk10k\images\ISIC_5253746.jpg
1,D:\mlproject\milk10k\images\ISIC_5254610.jpg
0,D:\mlproject\milk10k\images\ISIC_5255131.jpg
1,D:\mlproject\milk10k\images\ISIC_5258143.jpg
0,D:\mlproject\milk10k\images\ISIC_5259848.jpg
1,D:\mlproject\milk10k\images\ISIC_5260184.jpg
0,D:\mlproject\milk10k\images\ISIC_5261229.jpg
0,D:\mlproject\milk10k\images\ISIC_5261867.jpg
1,D:\mlproject\milk10k\images\ISIC_5264230.jpg
1,D:\mlproject\milk10k\images\ISIC_5266605.jpg
1,D:\mlproject\milk10k\images\ISIC_5268767.jpg
0,D:\mlproject\milk10k\images\ISIC_5270147.jpg
1,D:\mlproject\milk10k\images\ISIC_5271791.jpg
1,D:\mlproject\milk10k\images\ISIC_5272574.jpg
1,D:\mlproject\milk10k\images\ISIC_5273681.jpg
1,D:\mlproject\milk10k\images\ISIC_5274848.jpg
1,D:\mlproject\milk10k\images\ISIC_5274972.jpg
0,D:\mlproject\milk10k\images\ISIC_5275192.jpg
0,D:\mlproject\milk10k\images\ISIC_5276989.jpg
1,D:\mlproject\milk10k\images\ISIC_5279946.jpg
0,D:\mlproject\milk10k\images\ISIC_5280186.jpg
1,D:\mlproject\milk10k\images\ISIC_5280833.jpg
0,D:\mlproject\milk10k\images\ISIC_5280874.jpg
0,D:\mlproject\milk10k\images\ISIC_5280916.jpg
1,D:\mlproject\milk10k\images\ISIC_5281912.jpg
0,D:\mlproject\milk10k\images\ISIC_5282437.jpg
1,D:\mlproject\milk10k\images\ISIC_5283239.jpg
1,D:\mlproject\milk10k\images\ISIC_5284704.jpg
1,D:\mlproject\milk10k\images\ISIC_5286872.jpg
1,D:\mlproject\milk10k\images\ISIC_5287761.jpg
1,D:\mlproject\milk10k\images\ISIC_5287888.jpg
0,D:\mlproject\milk10k\images\ISIC_5289955.jpg
0,D:\mlproject\milk10k\images\ISIC_5291074.jpg
1,D:\mlproject\milk10k\images\ISIC_5291256.jpg
1,D:\mlproject\milk10k\images\ISIC_5291973.jpg
1,D:\mlproject\milk10k\images\ISIC_5293815.jpg
0,D:\mlproject\milk10k\images\ISIC_5294377.jpg
1,D:\mlproject\milk10k\images\ISIC_5294669.jpg
1,D:\mlproject\milk10k\images\ISIC_5296244.jpg
1,D:\mlproject\milk10k\images\ISIC_5296837.jpg
1,D:\mlproject\milk10k\images\ISIC_5297462.jpg
1,D:\mlproject\milk10k\images\ISIC_5298476.jpg
1,D:\mlproject\milk10k\images\ISIC_5298792.jpg
0,D:\mlproject\milk10k\images\ISIC_5299228.jpg
0,D:\mlproject\milk10k\images\ISIC_5299723.jpg
1,D:\mlproject\milk10k\images\ISIC_5301048.jpg
1,D:\mlproject\milk10k\images\ISIC_5301687.jpg
1,D:\mlproject\milk10k\images\ISIC_5304804.jpg
0,D:\mlproject\milk10k\images\ISIC_5305490.jpg
1,D:\mlproject\milk10k\images\ISIC_5305591.jpg
1,D:\mlproject\milk10k\images\ISIC_5306039.jpg
1,D:\mlproject\milk10k\images\ISIC_5306085.jpg
0,D:\mlproject\milk10k\images\ISIC_5306258.jpg
1,D:\mlproject\milk10k\images\ISIC_5308020.jpg
1,D:\mlproject\milk10k\images\ISIC_5308373.jpg
1,D:\mlproject\milk10k\images\ISIC_5308424.jpg
0,D:\mlproject\milk10k\images\ISIC_5310379.jpg
1,D:\mlproject\milk10k\images\ISIC_5310585.jpg
0,D:\mlproject\milk10k\images\ISIC_5310763.jpg
1,D:\mlproject\milk10k\images\ISIC_5311382.jpg
0,D:\mlproject\milk10k\images\ISIC_5312126.jpg
1,D:\mlproject\milk10k\images\ISIC_5313254.jpg
1,D:\mlproject\milk10k\images\ISIC_5313507.jpg
0,D:\mlproject\milk10k\images\ISIC_5314299.jpg
0,D:\mlproject\milk10k\images\ISIC_5314319.jpg
1,D:\mlproject\milk10k\images\ISIC_5315022.jpg
0,D:\mlproject\milk10k\images\ISIC_5315549.jpg
0,D:\mlproject\milk10k\images\ISIC_5315833.jpg
1,D:\mlproject\milk10k\images\ISIC_5317598.jpg
0,D:\mlproject\milk10k\images\ISIC_5318049.jpg
0,D:\mlproject\milk10k\images\ISIC_5318502.jpg
1,D:\mlproject\milk10k\images\ISIC_5318655.jpg
0,D:\mlproject\milk10k\images\ISIC_5319529.jpg
1,D:\mlproject\milk10k\images\ISIC_5321479.jpg
0,D:\mlproject\milk10k\images\ISIC_5322852.jpg
1,D:\mlproject\milk10k\images\ISIC_5323349.jpg
0,D:\mlproject\milk10k\images\ISIC_5324767.jpg
1,D:\mlproject\milk10k\images\ISIC_5325202.jpg
1,D:\mlproject\milk10k\images\ISIC_5325372.jpg
1,D:\mlproject\milk10k\images\ISIC_5328474.jpg
1,D:\mlproject\milk10k\images\ISIC_5328520.jpg
0,D:\mlproject\milk10k\images\ISIC_5329894.jpg
1,D:\mlproject\milk10k\images\ISIC_5330823.jpg
1,D:\mlproject\milk10k\images\ISIC_5333979.jpg
1,D:\mlproject\milk10k\images\ISIC_5334491.jpg
0,D:\mlproject\milk10k\images\ISIC_5335240.jpg
1,D:\mlproject\milk10k\images\ISIC_5340961.jpg
1,D:\mlproject\milk10k\images\ISIC_5341557.jpg
1,D:\mlproject\milk10k\images\ISIC_5341584.jpg
1,D:\mlproject\milk10k\images\ISIC_5342805.jpg
1,D:\mlproject\milk10k\images\ISIC_5342950.jpg
1,D:\mlproject\milk10k\images\ISIC_5342997.jpg
1,D:\mlproject\milk10k\images\ISIC_5343449.jpg
1,D:\mlproject\milk10k\images\ISIC_5343551.jpg
1,D:\mlproject\milk10k\images\ISIC_5343716.jpg
1,D:\mlproject\milk10k\images\ISIC_5344273.jpg
0,D:\mlproject\milk10k\images\ISIC_5345557.jpg
1,D:\mlproject\milk10k\images\ISIC_5345684.jpg
1,D:\mlproject\milk10k\images\ISIC_5348732.jpg
1,D:\mlproject\milk10k\images\ISIC_5349344.jpg
1,D:\mlproject\milk10k\images\ISIC_5349431.jpg
0,D:\mlproject\milk10k\images\ISIC_5349810.jpg
0,D:\mlproject\milk10k\images\ISIC_5350161.jpg
1,D:\mlproject\milk10k\images\ISIC_5350286.jpg
1,D:\mlproject\milk10k\images\ISIC_5350988.jpg
1,D:\mlproject\milk10k\images\ISIC_5352383.jpg
1,D:\mlproject\milk10k\images\ISIC_5352485.jpg
1,D:\mlproject\milk10k\images\ISIC_5352626.jpg
1,D:\mlproject\milk10k\images\ISIC_5353872.jpg
1,D:\mlproject\milk10k\images\ISIC_5356282.jpg
0,D:\mlproject\milk10k\images\ISIC_5358212.jpg
1,D:\mlproject\milk10k\images\ISIC_5360213.jpg
1,D:\mlproject\milk10k\images\ISIC_5362779.jpg
1,D:\mlproject\milk10k\images\ISIC_5363218.jpg
0,D:\mlproject\milk10k\images\ISIC_5364113.jpg
1,D:\mlproject\milk10k\images\ISIC_5364143.jpg
0,D:\mlproject\milk10k\images\ISIC_5364900.jpg
1,D:\mlproject\milk10k\images\ISIC_5366005.jpg
1,D:\mlproject\milk10k\images\ISIC_5367270.jpg
1,D:\mlproject\milk10k\images\ISIC_5371928.jpg
1,D:\mlproject\milk10k\images\ISIC_5372698.jpg
1,D:\mlproject\milk10k\images\ISIC_5372884.jpg
0,D:\mlproject\milk10k\images\ISIC_5372934.jpg
1,D:\mlproject\milk10k\images\ISIC_5373218.jpg
0,D:\mlproject\milk10k\images\ISIC_5373976.jpg
1,D:\mlproject\milk10k\images\ISIC_5374944.jpg
1,D:\mlproject\milk10k\images\ISIC_5376495.jpg
0,D:\mlproject\milk10k\images\ISIC_5378143.jpg
1,D:\mlproject\milk10k\images\ISIC_5378715.jpg
1,D:\mlproject\milk10k\images\ISIC_5378716.jpg
1,D:\mlproject\milk10k\images\ISIC_5378878.jpg
1,D:\mlproject\milk10k\images\ISIC_5379619.jpg
1,D:\mlproject\milk10k\images\ISIC_5380414.jpg
0,D:\mlproject\milk10k\images\ISIC_5380664.jpg
0,D:\mlproject\milk10k\images\ISIC_5380715.jpg
0,D:\mlproject\milk10k\images\ISIC_5381632.jpg
1,D:\mlproject\milk10k\images\ISIC_5381727.jpg
1,D:\mlproject\milk10k\images\ISIC_5383160.jpg
1,D:\mlproject\milk10k\images\ISIC_5383487.jpg
1,D:\mlproject\milk10k\images\ISIC_5385783.jpg
